date,region,course,off,race_name,type,class,pattern,rating_band,age_band,sex_rest,dist,dist_f,dist_m,going,ran,num,pos,draw,ovr_btn,btn,horse,age,sex,lbs,hg,time,secs,dec,jockey,trainer,prize,or,rpr,sire,dam,damsire,owner,comment,merge_key
2025-03-25,FR,saint-cloud (fr),3:50,Prix de Castel (Handicap) (4yo) (Turf),Flat,,,,4yo,,1m4f,12f,2400.0,Very Soft,15,3.0,12,5.0,9.25,0.3,la harengere,4,F,131,,2:46.90,166.90,31.0,Hugo Journiac,Y Barberot,,–,–,Wootton Bassett (GB),La Houblonniere (FR),Le Havre,Gerard Augustin Normand,,saint-cloud (fr)_la harengere_2025-03-25_3:50
2025-03-25,FR,saint-cloud (fr),3:50,Prix de Castel (Handicap) (4yo) (Turf),Flat,,,,4yo,,1m4f,12f,2400.0,Very Soft,15,10.0,13,8.0,10,.75,kind of star,4,G,125,p,2:47.05,167.05,22.0,Eddy Hardouin,Mme Brigitte Re-Scandella,,–,–,Cloth Of Stars (IRE),Nobina (GER),Lord Of England,Denis Mordenti Mme Brigitte Re Scandella Paul Tanti,,saint-cloud (fr)_kind of star_2025-03-25_3:50
2025-03-25,FR,saint-cloud (fr),3:50,Prix de Castel (Handicap) (4yo) (Turf),Flat,,,,4yo,,1m4f,12f,2400.0,Very Soft,15,8.0,14,12.0,13,3,pink perseverance,4,F,125,,2:47.65,167.65,31.0,Mme Marie Velon,J-P Gauvin,,–,–,Pastorius (GER),Pink Cloud (FR),Octagonal,M Baguenault De Puchesse R Baguenault De Puchesse,,saint-cloud (fr)_pink perseverance_2025-03-25_3:50
2025-03-25,FR,saint-cloud (fr),3:50,Prix de Castel (Handicap) (4yo) (Turf),Flat,,,,4yo,,1m4f,12f,2400.0,Very Soft,15,12.0,15,2.0,13.5,.5,nath show,4,C,115,,2:47.75,167.75,27.0,Arthur Vilchien,S Wattel,,–,–,Nathaniel (IRE),High Profile GB,Dansili,Thomas Abadie Ecurie Vivaldi Mme Nathalie Aiken,,saint-cloud (fr)_nath show_2025-03-25_3:50
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,5.0,1,9.0,0,0,chantal,3,F,128,,1:46.17,106.17,9.1,Rosario Mangione,A & G Botti,10330.58,–,–,Al Wukair (IRE),Chantilly Royal (FR),Siyouni,Genets Srl A G Botti,,saint-cloud (fr)_chantal_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,3.0,2,7.0,1,1,iffrocta fal,3,F,130,t,1:46.37,106.37,5.8,Cristian Demuro,Mario Baratti,3925.62,–,–,Iffraaj (GB),Octave (IRE),Dawn Approach,Fal Stud Sas,,saint-cloud (fr)_iffrocta fal_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,8.0,3,5.0,2.25,1.25,take me im yours,3,F,125,,1:46.62,106.62,22.0,Tony Piccone,Mme Jessica Dupont-Fahn,2892.56,–,–,Lawman (FR),Dothraki Sea (ITY),Spirit Of Desert,Mme Jessica Dupont Fahn Oracle Horseracing Ltd,,saint-cloud (fr)_take me im yours_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,12.0,4,6.0,2.75,.5,ancolie,3,F,115,p,1:46.72,106.72,9.7,Anthony Crastus,Nicolas Le Roch,1652.89,–,–,Hello Youmzain (FR),Alceste (IRE),Teofilo,Haras Detreham,,saint-cloud (fr)_ancolie_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,7.0,5,12.0,3,0.2,mino galeste,3,C,125,,1:46.81,106.81,7.3,Augustin Madamet,Hedi Ghabri,826.45,–,–,Birchwood (IRE),Piquetera GB,Oratorio,Hedi Ghabri Mme Evelyne Poitevin,,saint-cloud (fr)_mino galeste_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,6.0,6,11.0,4,1,mon comedien,3,C,126,,1:46.97,106.97,11.0,Clement Lecoeuvre,J Leroy,619.83,–,–,Tornibush (IRE),Comedienne (FR),Deportivo,Salomon Taieb Guy Hanouna Gilles Bellaiche,,saint-cloud (fr)_mon comedien_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,11.0,7,2.0,5.25,1.25,boavista,3,F,119,ht,1:47.22,107.22,20.0,Eddy Hardouin,D Artu,413.22,–,–,Sottsass (FR),Sketches Of Spain (IRE),Lope De Vega,David Vilbert Mme Marie Artu Et Al,,saint-cloud (fr)_boavista_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,1.0,8,13.0,5.75,.5,duty,3,C,131,,1:47.32,107.32,8.4,Ioritz Mendizabal,M Delzangles,,–,–,Romanised (IRE),Justice Angel (IRE),Dark Angel,Robert Ng,,saint-cloud (fr)_duty_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,13.0,9,8.0,12.75,7,air de samba,3,F,112,b,1:48.72,108.72,40.0,Mme Frida Valle Skar,Mme C Barande-Barbe,,–,–,Tigron (USA),Air Bag (FR),Poliglote,Mme Corine Barande Barbe,,saint-cloud (fr)_air de samba_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,4.0,10,1.0,13.25,.5,franciscaine,3,F,123,,1:48.82,108.82,14.0,Arthur Vilchien,S Wattel,,–,–,Siyouni (FR),Gravitas (FR),Intello,Ecurie Vivaldi Ecurie Alexandre Foulon Et Al,,saint-cloud (fr)_franciscaine_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,10.0,11,4.0,15,1.75,whatahero,3,G,120,t,1:49.17,109.17,4.8,Maxime Guyon,Gavin Hernon,,–,–,Territories (IRE),Indiscretion (IRE),Big Bad Bob,Andrew Magnier Gavin Hernon Joseph Hernon,,saint-cloud (fr)_whatahero_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,2.0,12,3.0,15,0.2,sangre de drago,3,G,131,,1:49.21,109.21,27.0,Hugo Boutin,M Boutin,,–,–,Garswood (GB),Et Pourtant (FR),Linamix,M Boutin,,saint-cloud (fr)_sangre de drago_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),4:25,Prix dEstimauville (Handicap) (3yo) (Turf),Flat,,,,3yo,,1m,8f,1600.0,Very Soft,13,9.0,13,10.0,17.5,2.5,ambra antica,3,F,120,,1:49.67,109.67,39.0,Mme Mickaelle Michel,Maurizio Guarnieri,,–,–,Waldgeist (GB),Bayargal (USA),Bernstein,M Guarnieri,,saint-cloud (fr)_ambra antica_2025-03-25_4:25
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,5.0,1,5.0,0,0,max verst,6,G,128,t,1:43.74,103.74,5.3,Mickael Barzalona,R Fradet,11157.02,–,–,Ultra (IRE),Danse Grecque (USA),Hold That Tiger,Gousserie Racing,,saint-cloud (fr)_max verst_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,7.0,2,3.0,1.5,1.5,stellania,4,F,127,ht,1:44.04,104.04,13.0,Clement Lecoeuvre,J-P Dubois,4239.67,–,–,Kendargent (FR),Maharania (IRE),Manduro,Jean Philippe Dubois Guy Pariente Holding,,saint-cloud (fr)_stellania_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,6.0,3,9.0,3.25,1.75,wind of change,7,G,123,t,1:44.39,104.39,6.4,Delphine Santiago,J Parize,3123.97,–,–,No Nay Never (USA),Ida The Fox (USA),Cosa Vera,Philippe Walter,,saint-cloud (fr)_wind of change_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,1.0,4,16.0,3.5,0.2,pestacle,4,G,132,t,1:44.48,104.48,12.0,Christophe Soumillon,N Perret,1785.12,–,–,Rio De La Plata (USA),Pixy Dream (FR),Evasive,Jean Philippe Ariotti Georges Duca Pierre Duca,,saint-cloud (fr)_pestacle_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,11.0,5,7.0,5,1.5,bejar,4,F,123,t,1:44.74,104.74,24.0,Tony Piccone,Brian Beaunez,892.56,–,–,Recoletos (FR),Next Life GB,Oasis Dream,Xavier Humbert Brian Beaunez Daniel Torcheux,,saint-cloud (fr)_bejar_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,10.0,6,6.0,5.75,.75,laurent,6,G,125,t,1:44.89,104.89,15.0,Benjamin Marie,J Leroy,669.42,–,–,Prince Gibraltar (FR),Lucky Escape (FR),Mastercraftsman,Eddir Loungar,,saint-cloud (fr)_laurent_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,12.0,7,11.0,6,0.3,lunala,5,M,120,,1:44.94,104.94,20.0,Giovanni Sias,Helmi Boujardine,446.28,–,–,Pennys Picnic (IRE),Noella (FR),American Post,Helmi Boujardine,,saint-cloud (fr)_lunala_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,14.0,8,12.0,7.25,1.25,hollyhock,6,G,117,tb,1:45.19,105.19,16.0,Mme Marie Velon,M Nigge,,–,–,Attendu (FR),Makisarde (FR),Xaar,Markus Nigge,,saint-cloud (fr)_hollyhock_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,4.0,9,10.0,9.75,2.5,kiloecho,9,G,129,,1:45.69,105.69,10.0,Jerome Moutard,J-V Toux,,–,–,Whipper (USA),Ammia (IRE),Medicean,Jean Vincent Toux,,saint-cloud (fr)_kiloecho_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,15.0,10,2.0,11.5,1.75,coeur de roume,6,G,120,h,1:46.04,106.04,5.8,Augustin Madamet,M Seror,,–,–,Pastorius (GER),Conakry (FR),American Post,Patrick Dana Elevage Des Vallons,,saint-cloud (fr)_coeur de roume_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,13.0,11,8.0,14,2.5,just in time game,6,H,119,,1:46.54,106.54,27.0,Mme Mickaelle Michel,M Brasme,,–,–,Sidestep (AUS),Alasai (USA),Pivotal,Guy Darexy Ecurie Haras Du Chateau Et Al,,saint-cloud (fr)_just in time game_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,9.0,12,4.0,23,9,vitesse,4,F,125,,1:48.34,108.34,35.0,Hugo Journiac,A Montauban Van Swijndregt,,–,–,Dabirsim (FR),Plaza Mayor (FR),Kyllachy,Philippe Montauban Van Swijndregt,,saint-cloud (fr)_vitesse_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,2.0,13,13.0,24.75,1.75,true value,4,F,128,b,1:48.69,108.69,30.0,Mme Frida Valle Skar,Mme C Barande-Barbe,,–,–,Areion (GER),Tassina (GER),Galileo,Mme Corine Barande Barbe,,saint-cloud (fr)_true value_2025-03-25_5:00
2025-03-25,FR,saint-cloud (fr),5:00,Prix de la Villa des Brillants (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m,8f,1600.0,Very Soft,14,8.0,14,14.0,26.25,1.5,simons king,7,G,126,t,1:48.99,108.99,10.0,Aurelien Lemaitre,Joeri Goossens,,–,–,Kingman (GB),Sanaya (IRE),Barathea,Triple B Stables,,saint-cloud (fr)_simons king_2025-03-25_5:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,2.0,1,6.0,0,0,alcantor,4,C,128,,1:41.57,101.57,1.9,Alexis Pouchin,A Fabre,33057.85,–,117,New Bay (GB),Bianca De Medici GB,Medicean,Baron Edouard De Rothschild,Made virtually all - 4 lengths clear 3f out - driven just under 2f out - joined inside final furlong - kept on gamely - driven out,saint-cloud (fr)_alcantor_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,3.0,2,5.0,0.2,0.2,marhaba ya sanafi,5,H,126,,1:41.61,101.61,8.2,Mickael Barzalona,A Schutz,13223.14,–,115,Muhaarar (GB),Danega GB,Galileo,Jaber Abdullah Rabbah Bloodstock Limited,Prominent - driven in second over 2f out - soon ridden - joined leader inside final furlong - not quite match pace of winner closing stages,saint-cloud (fr)_marhaba ya sanafi_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,6.0,3,4.0,1.75,1.5,tumbler,6,G,126,,1:41.92,101.92,14.0,Stephane Pasquier,N Caullery,9917.36,–,112,Kingman (GB),Distortion GB,Distorted Humor,Scea Haras Des Forets Regis Clarot Gest Invest Capital,Towards rear - switched right 2f out - driven over 1 1/2f out - progress into third entering final furlong - kept on but not pace to challenge front pair,saint-cloud (fr)_tumbler_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,7.0,4,9.0,3.75,2,zoom,5,G,126,,1:42.32,102.32,11.0,Maxime Guyon,A Fabre,6611.57,–,107,No Nay Never (USA),Sonnerie GB,More Than Ready,Wertheimer Frere,In rear after 2f - pushed along over 2 1/2f out - ridden over 1 1/2f out - ran on into fourth inside final furlong - never seriously threatened,saint-cloud (fr)_zoom_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,5.0,5,3.0,6.25,2.5,short final,5,G,126,,1:42.82,102.82,11.0,Cristian Demuro,S Kobayashi,3305.79,–,101,Zelzal (FR),Massaye (IRE),Monsun,Mme Sylvie Allouche S Kobayashi,Midfield - driven over 2f out - limited response when ridden entering final furlong - no extra closing stages,saint-cloud (fr)_short final_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,4.0,6,7.0,6.25,0.2,vertbois,4,G,126,,1:42.86,102.86,7.4,Hugo Lebouc,A Fabre,,–,101,Night Of Thunder (IRE),Visinada (IRE),Sinndar,Godolphin Snc,Midfield - pushed along over 2 1/2f out - soon ridden - kept on same pace inside final furlong,saint-cloud (fr)_vertbois_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,1.0,7,1.0,8.25,2,woodchuck,5,G,130,t,1:43.22,103.22,53.0,Ludovic Boisseau,N Bellanger,,–,100,Birchwood (IRE),Reinedetroie (FR),Dunkerque,David Dromard,Prominent - driven 2f out - no impression - weakened inside final furlong,saint-cloud (fr)_woodchuck_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,9.0,8,2.0,9.25,1,sparks fly,5,M,122,,1:43.42,103.42,8.0,Laura Pearson,David Loughnane,,–,90,Muhaarar (GB),Stepping Out (IRE),Tagula,David Lowe,Chased leader - lost position over 2f out - soon under pressure - no response and weakened,saint-cloud (fr)_sparks fly_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),4:00,Prix Edmond Blanc  (4yo+) (Turf),Flat,,Group 3,,4yo+,,1m,8f,1600.0,Very Soft,9,8.0,9,8.0,11.75,2.5,dare to dream,4,F,122,,1:43.92,103.92,29.0,Christophe Soumillon,Gavin Hernon,,–,84,Camelot (GB),Debutante (FR),Gold Away,D S Lee,Always towards rear,saint-cloud (fr)_dare to dream_2025-03-29_4:00
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,1.0,1,2.0,0,0,tajlina,3,F,126,h,2:18.91,138.91,2.8,Mickael Barzalona,F-H Graffard,33057.85,–,103,Kingman (GB),Bateel (IRE),Dubawi,Al Asayl France,Dwelt slightly start - towards rear - asked for effort 2 1/2f out - ridden and progress on outer over 1 1/2f out - led just inside final furlong - kept on strongly,saint-cloud (fr)_tajlina_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,6.0,2,3.0,1.5,1.5,jones,3,F,126,,2:19.21,139.21,18.0,Aurelien Lemaitre,S Cerulis,13223.14,–,99,Elarqam (GB),Sans Peur (FR),Halling,Herve Roux Mme Didier Ricard,Midfield - pushed along over 2 1/2f out - soon switched off rail - ridden 1 1/2f out - kept on between rivals inside final furlong - not pace to challenge winner,saint-cloud (fr)_jones_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,2.0,3,5.0,1.75,0.2,kiamba,3,F,126,,2:19.30,139.30,3.6,Cristian Demuro,Mario Baratti,9917.36,–,99,Australia (GB),Kikonga GB,Danehill Dancer,Ecurie Elag Mme A Garavaglia Drion Meridian International,Tracked leader after 2f - pushed along 2 1/2f out - ridden to lead over 1 1/2f out - challenged and headed just inside final furlong - no extra towards finish,saint-cloud (fr)_kiamba_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,3.0,4,6.0,2,0.2,konada,3,F,126,,2:19.35,139.35,11.0,Marvin Grandin,J Reynier,6611.57,–,99,Toronado (IRE),Kookyluna (FR),Epaulette,Ecurie Friedrider,Midfield - asked for effort 2 1/2f out - ridden just under 1 1/2f out - unable to quicken with eventual winner - kept on same pace closing stages,saint-cloud (fr)_konada_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,4.0,5,4.0,9,7,raoule,3,F,126,,2:20.71,140.71,24.0,Alexis Pouchin,P Groualle,3305.79,–,85,Holy Roman Emperor (IRE),Diablesse GB,High Chaparral,Gousserie Racing,In touch - driven 2 1/2f out - unable to quicken - weakened inside final furlong,saint-cloud (fr)_raoule_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,8.0,6,7.0,12.5,3.5,cortella,3,F,126,,2:21.41,141.41,9.9,Augustin Madamet,H-F Devin,,–,79,Telecaster (GB),Cornucopia (FR),Kaldounevees,Xaysana Souk Seum Mme Henri Devin,In rear - driven 2 1/2f out - passed beaten rivals over 1f out - never a factor,saint-cloud (fr)_cortella_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,7.0,7,8.0,29.5,17,glamis road,3,F,126,,2:24.81,144.81,4.8,Maxime Guyon,Ollie Sangster,,–,46,Kodiac (GB),Pass The Moon (IRE),Ravens Pass,Nbr 6 And Partners,Led after 2f - asked to quicken 2 1/2f out - challenged and headed over 1 1/2f out - soon no extra and weakened,saint-cloud (fr)_glamis road_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),1:33,Prix Penelope  (3yo Fillies) (Turf),Flat,,Group 3,,3yo,F,1m2½f,10.5f,2100.0,Very Soft,8,5.0,8,1.0,36.5,7,felina,3,F,126,,2:26.21,146.21,15.0,Christophe Soumillon,S Kobayashi,,–,33,Goken (FR),Feline Groovy (USA),Kittens Joy,Guy Pariente Holding,Prominent - driven 2 1/2f out - no response and quickly weakened over 1 1/2f out,saint-cloud (fr)_felina_2025-03-29_1:33
2025-03-29,FR,saint-cloud (fr),12:58,Prix Caracalla (Conditions) (3yo) (Turf),Flat,,,,3yo,,1m4f,12f,2400.0,Very Soft,6,2.0,1,5.0,0,0,surabad,3,C,126,,2:43.53,163.53,2.5,Mickael Barzalona,F-H Graffard,11570.25,–,102,Bated Breath (GB),Sunita (FR),Motivator,Exors Of The Late Aga Khan,,saint-cloud (fr)_surabad_2025-03-29_12:58
2025-03-29,FR,saint-cloud (fr),12:58,Prix Caracalla (Conditions) (3yo) (Turf),Flat,,,,3yo,,1m4f,12f,2400.0,Very Soft,6,4.0,2,4.0,7,7,ponderado,3,C,126,,2:44.93,164.93,2.8,Cristian Demuro,Mario Baratti,4628.10,–,86,Mastercraftsman (IRE),Princess Love (FR),Verglas,Nearco Producciones S L,,saint-cloud (fr)_ponderado_2025-03-29_12:58
2025-03-29,FR,saint-cloud (fr),12:58,Prix Caracalla (Conditions) (3yo) (Turf),Flat,,,,3yo,,1m4f,12f,2400.0,Very Soft,6,3.0,3,6.0,10,3,espoir avenir,3,C,126,t,2:45.53,165.53,4.3,Enzo Corallo,C Ferland,3471.07,–,81,Montmartre (FR),Espoir A Realiser (FR),Linngari,Alain Maubert,,saint-cloud (fr)_espoir avenir_2025-03-29_12:58
2025-03-29,FR,saint-cloud (fr),12:58,Prix Caracalla (Conditions) (3yo) (Turf),Flat,,,,3yo,,1m4f,12f,2400.0,Very Soft,6,5.0,4,2.0,10.25,0.2,azorian,3,C,126,,2:45.62,165.62,14.0,Augustin Madamet,Gavin Hernon,2314.05,–,81,New Bay (GB),Azora (FR),Invincible Spirit,Teme Valley Racing,,saint-cloud (fr)_azorian_2025-03-29_12:58
2025-03-29,FR,saint-cloud (fr),12:58,Prix Caracalla (Conditions) (3yo) (Turf),Flat,,,,3yo,,1m4f,12f,2400.0,Very Soft,6,6.0,5,1.0,11.5,1.25,la bobride,3,F,122,h,2:45.83,165.83,30.0,Simon Planque,Hiroo Shimizu,1157.02,–,75,Le Brivido (FR),Borea Bere (FR),Hurricane Cat,Hiroo Shimizu James Baudouin,,saint-cloud (fr)_la bobride_2025-03-29_12:58
2025-03-29,FR,saint-cloud (fr),12:58,Prix Caracalla (Conditions) (3yo) (Turf),Flat,,,,3yo,,1m4f,12f,2400.0,Very Soft,6,1.0,6,3.0,12.25,.75,synergetic,3,G,126,,2:45.98,165.98,10.0,Fabrice Veron,Alain Couetil,,–,78,Too Darn Hot (GB),Mythic (FR),Camelot,Mme Gilles Forien Couetil Elevage Ecurie Des Charmes,,saint-cloud (fr)_synergetic_2025-03-29_12:58
2025-03-29,FR,saint-cloud (fr),2:15,Prix du Languedoc (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m2f,10f,2000.0,Very Soft,16,4.0,1,4.0,0,0,almiro,5,G,125,t,2:11.22,131.22,18.3,Aurelien Lemaitre,P Decouz,21900.83,–,–,Almanzor (FR),Hunza Dancer (IRE),Danehill Dancer,Ecurie Griezmann,,saint-cloud (fr)_almiro_2025-03-29_2:15
2025-03-29,FR,saint-cloud (fr),2:15,Prix du Languedoc (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m2f,10f,2000.0,Very Soft,16,5.0,2,2.0,.75,.75,thunderspeed,8,H,123,,2:11.37,131.37,3.3,Maxime Guyon,P Cottier,8322.31,–,–,Night Of Thunder (IRE),Marmoom Flower (IRE),Cape Cross,Ecurie Gribomont,,saint-cloud (fr)_thunderspeed_2025-03-29_2:15
2025-03-29,FR,saint-cloud (fr),2:15,Prix du Languedoc (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m2f,10f,2000.0,Very Soft,16,11.0,3,13.0,1,0.3,familiar,4,G,117,t,2:11.42,131.42,8.8,Thomas Trullier,D Windrif,6132.23,–,–,Holy Roman Emperor (IRE),My Twinkle (IRE),Sea The Stars,Christian Trecco Frederic Dezzutto Et Al,,saint-cloud (fr)_familiar_2025-03-29_2:15
2025-03-29,FR,saint-cloud (fr),2:15,Prix du Languedoc (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m2f,10f,2000.0,Very Soft,16,2.0,4,5.0,2,1,lou man,6,G,128,b,2:11.62,131.62,31.0,Mme Coralie Pacaut,C Escuder,3504.13,–,–,Reliable Man (GB),Betty Lou (GER),Dai Jin,Alexandre De Lanfranchi,,saint-cloud (fr)_lou man_2025-03-29_2:15
2025-03-29,FR,saint-cloud (fr),2:15,Prix du Languedoc (Handicap) (4yo+) (Turf),Flat,,,,4yo+,,1m2f,10f,2000.0,Very Soft,16,12.0,5,3.0,2.75,.75,treatwood,5,G,117,,2:11.77,131.77,58.0,Ludovic Boisseau,N Bellanger,1752.07,–,–,Birchwood (IRE),Singapore Treat (FR),Sagacity,Haras De La Huderie,,saint-cloud (fr)_treatwood_2025-03-29_2:15
